enwiki,frwiki,dewiki,eswiki,ruwiki,nlwiki,jawiki,svwiki,commonswiki,trwiki,eowiki,simplewiki,ptwiki,cawiki,arwiki,plwiki,ukwiki,zhwiki,fawiki,kowiki,cswiki,nowiki,hewiki,huwiki,euwiki,itwiki,idwiki,fiwiki,dawiki,arzwiki,label
2618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3553.0,0.0,0.0,0.0,0.0,cultural exclusive
59657,38368.0,13468.0,15480.0,27965.0,0.0,3452.0,1798.0,0.0,3020.0,5367.0,0.0,3681.0,8768.0,2290.0,2887.0,7921.0,2836.0,5367.0,938.0,3248.0,3330.0,8442.0,3691.0,1143.0,0.0,50400.0,4527.0,3889.0,0.0,cultural representative
1794,0.0,0.0,0.0,12259.0,0.0,0.0,0.0,46.0,970.0,0.0,0.0,0.0,0.0,0.0,702.0,34623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural exclusive
60393,1450.0,0.0,86056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9286.0,2561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,793.0,0.0,0.0,0.0,0.0,0.0,cultural representative
7369,7104.0,2681.0,0.0,6252.0,1262.0,7621.0,0.0,0.0,1574.0,0.0,0.0,0.0,0.0,0.0,0.0,6547.0,1808.0,5481.0,2485.0,0.0,0.0,7855.0,0.0,0.0,0.0,1898.0,0.0,0.0,0.0,cultural agnostic
67960,9048.0,20411.0,4440.0,24894.0,9567.0,19966.0,9516.0,0.0,1050.0,1555.0,0.0,0.0,12373.0,7656.0,1513.0,9688.0,15101.0,1406.0,1898.0,3924.0,2488.0,16880.0,13520.0,2144.0,5654.0,21713.0,2416.0,0.0,0.0,cultural agnostic
49219,52248.0,65241.0,45332.0,57716.0,13352.0,19510.0,7444.0,2409.0,7315.0,4054.0,0.0,5163.0,3820.0,1765.0,6599.0,51430.0,9540.0,4262.0,1034.0,13848.0,13888.0,17402.0,9623.0,1064.0,14060.0,5666.0,19003.0,0.0,0.0,cultural representative
13275,0.0,3319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1047.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural agnostic
30465,0.0,0.0,21586.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural representative
6448,0.0,0.0,0.0,0.0,52973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1465.0,0.0,0.0,0.0,0.0,0.0,1448.0,0.0,0.0,0.0,0.0,0.0,cultural exclusive
113,0.0,0.0,0.0,11902.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural agnostic
9418,1042.0,32290.0,1587.0,8559.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6933.0,0.0,0.0,0.0,0.0,cultural exclusive
128281,21631.0,13941.0,9632.0,19404.0,5934.0,15512.0,4523.0,0.0,6440.0,814.0,4886.0,46400.0,6666.0,174576.0,3092.0,5121.0,7101.0,17714.0,4034.0,2432.0,6342.0,6573.0,0.0,792.0,6947.0,1994.0,3297.0,11471.0,0.0,cultural representative
1692,0.0,4793.0,0.0,0.0,0.0,0.0,0.0,282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural exclusive
8609,0.0,12247.0,0.0,0.0,0.0,0.0,0.0,385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural exclusive
18771,10875.0,57844.0,0.0,0.0,0.0,30449.0,0.0,1973.0,0.0,7104.0,0.0,0.0,0.0,0.0,0.0,28444.0,0.0,0.0,18990.0,0.0,0.0,0.0,0.0,0.0,4722.0,0.0,3237.0,0.0,0.0,cultural exclusive
2995,0.0,8249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural exclusive
22353,22671.0,6971.0,1089.0,2444.0,949.0,2593.0,2030.0,0.0,10682.0,3525.0,1837.0,1849.0,882.0,900.0,2425.0,3846.0,8972.0,1903.0,18812.0,8117.0,0.0,7189.0,1436.0,433.0,3109.0,485.0,4815.0,2545.0,0.0,cultural exclusive
3759,1191.0,2135.0,3074.0,0.0,0.0,0.0,0.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,2706.0,2129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1504.0,0.0,0.0,0.0,0.0,cultural exclusive
14071,8382.0,0.0,0.0,0.0,0.0,8215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9094.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural representative
1618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural exclusive
31535,0.0,20807.0,9268.0,5858.0,32070.0,18511.0,0.0,0.0,0.0,7887.0,0.0,1279.0,0.0,2812.0,7986.0,7738.0,2924.0,1442.0,4609.0,0.0,8581.0,0.0,0.0,0.0,13005.0,22820.0,0.0,0.0,0.0,cultural representative
27,0.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural agnostic
13962,6548.0,4703.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural exclusive
26847,0.0,0.0,0.0,0.0,0.0,9515.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5404.0,0.0,0.0,0.0,cultural exclusive
39276,0.0,0.0,15732.0,0.0,0.0,6872.0,1422.0,0.0,0.0,0.0,3534.0,14878.0,0.0,0.0,0.0,34237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1854.0,15900.0,0.0,0.0,0.0,cultural representative
5857,13946.0,5920.0,2158.0,5976.0,23132.0,0.0,577.0,0.0,2445.0,1345.0,724.0,0.0,1058.0,1975.0,4089.0,1590.0,4964.0,4483.0,0.0,0.0,964.0,0.0,0.0,488.0,1204.0,439.0,0.0,0.0,971.0,cultural exclusive
24,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural agnostic
15096,11044.0,13154.0,7790.0,12464.0,4139.0,7894.0,4404.0,582.0,3162.0,3632.0,1760.0,4491.0,8015.0,5502.0,4820.0,6659.0,2239.0,4119.0,2224.0,1452.0,2905.0,5176.0,5903.0,3734.0,8709.0,2266.0,7363.0,2261.0,607.0,cultural representative
2888,3092.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0,5784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2545.0,0.0,0.0,0.0,0.0,cultural exclusive
14112,11028.0,13095.0,9469.0,16672.0,3190.0,20485.0,33952.0,133.0,4136.0,1026.0,0.0,1440.0,10441.0,5607.0,2763.0,2116.0,0.0,18614.0,2419.0,1480.0,4278.0,0.0,4962.0,1919.0,8444.0,2784.0,2184.0,3282.0,539.0,cultural representative
2819,1097.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9086.0,0.0,0.0,0.0,0.0,cultural agnostic
60905,77522.0,29504.0,54268.0,25965.0,7683.0,12297.0,19357.0,3392.0,9203.0,8619.0,2148.0,27528.0,10809.0,8076.0,6450.0,11694.0,1640.0,15564.0,30984.0,4738.0,5506.0,8385.0,4237.0,11334.0,28045.0,0.0,9173.0,8398.0,904.0,cultural representative
27766,35631.0,0.0,0.0,0.0,3608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural exclusive
13189,0.0,0.0,0.0,13904.0,2464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17553.0,0.0,3410.0,0.0,0.0,2165.0,0.0,733.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural agnostic
276488,2812.0,27742.0,10647.0,0.0,0.0,0.0,987.0,105.0,1069.0,1125.0,0.0,6686.0,0.0,0.0,5143.0,0.0,3099.0,34230.0,1157.0,7405.0,0.0,0.0,0.0,1289.0,1500.0,5956.0,0.0,0.0,0.0,cultural agnostic
5154,0.0,2162.0,0.0,0.0,0.0,32139.0,947.0,0.0,1332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4013.0,0.0,2475.0,0.0,cultural agnostic
6986,0.0,6670.0,0.0,6542.0,0.0,2687.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural exclusive
4256,0.0,0.0,4409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural agnostic
19490,8004.0,7124.0,14627.0,4719.0,4821.0,5965.0,0.0,0.0,0.0,1396.0,1067.0,3536.0,9988.0,2353.0,2166.0,10277.0,1419.0,2238.0,371.0,5705.0,858.0,9293.0,0.0,1685.0,9643.0,1385.0,0.0,0.0,0.0,cultural agnostic
8003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural agnostic
8532,4324.0,17155.0,5093.0,0.0,0.0,2159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2937.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural exclusive
4422,0.0,0.0,5021.0,0.0,0.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,6291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural exclusive
5089,0.0,935.0,12324.0,0.0,968.0,0.0,0.0,455.0,0.0,0.0,0.0,855.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural exclusive
163,3717.0,0.0,1241.0,0.0,1413.0,4430.0,0.0,0.0,0.0,0.0,502.0,0.0,1325.0,2107.0,0.0,0.0,23.0,0.0,499.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0,487.0,0.0,478.0,cultural agnostic
64107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural agnostic
5125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural agnostic
7150,0.0,0.0,7681.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural exclusive
47726,7334.0,66.0,2793.0,31423.0,0.0,6547.0,0.0,0.0,0.0,1046.0,0.0,3215.0,2529.0,21603.0,0.0,1930.0,1707.0,3604.0,6886.0,0.0,0.0,5460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural agnostic
21505,962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural exclusive
8356,3856.0,11185.0,12164.0,0.0,6509.0,17409.0,5351.0,0.0,0.0,0.0,0.0,1515.0,11122.0,2636.0,1668.0,0.0,1991.0,0.0,1329.0,0.0,0.0,4189.0,0.0,0.0,0.0,0.0,7273.0,0.0,0.0,cultural agnostic
4138,0.0,6284.0,0.0,10405.0,1168.0,7117.0,1606.0,0.0,529.0,0.0,0.0,2847.0,0.0,0.0,1604.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3337.0,3141.0,0.0,0.0,0.0,cultural agnostic
41473,19348.0,50323.0,10969.0,0.0,0.0,6416.0,1230.0,0.0,59852.0,4582.0,0.0,3839.0,1153.0,20512.0,0.0,0.0,0.0,1602.0,0.0,1548.0,8062.0,45351.0,0.0,0.0,1412.0,5900.0,2593.0,0.0,0.0,cultural agnostic
2257,2334.0,3390.0,3220.0,6835.0,0.0,3051.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,909.0,0.0,0.0,0.0,0.0,cultural agnostic
8409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural agnostic
127,1263.0,0.0,0.0,0.0,0.0,2716.0,0.0,0.0,0.0,0.0,0.0,5243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural agnostic
23738,18500.0,76.0,8106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5577.0,0.0,12886.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural agnostic
20596,8506.0,0.0,2687.0,4337.0,2922.0,0.0,0.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5194.0,1056.0,0.0,0.0,0.0,cultural agnostic
70870,45410.0,11370.0,4457.0,7627.0,4737.0,0.0,4461.0,0.0,0.0,2182.0,0.0,0.0,0.0,5521.0,0.0,2450.0,0.0,2991.0,1883.0,1139.0,4183.0,0.0,0.0,0.0,10108.0,0.0,25287.0,1424.0,1245.0,cultural representative
10335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9542.0,0.0,0.0,0.0,4507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural agnostic
11032,0.0,3437.0,0.0,8469.0,0.0,4590.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3098.0,0.0,0.0,0.0,0.0,cultural exclusive
3909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3871.0,0.0,0.0,2574.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural agnostic
4037,8587.0,5745.0,0.0,4648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7916.0,0.0,0.0,16453.0,5477.0,0.0,0.0,0.0,0.0,1868.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural agnostic
21272,12108.0,36517.0,6225.0,0.0,1086.0,43565.0,8007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36802.0,6948.0,0.0,2924.0,7743.0,0.0,6945.0,0.0,0.0,3168.0,0.0,0.0,0.0,0.0,cultural agnostic
20800,0.0,0.0,8817.0,4131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural agnostic
5667,0.0,7223.0,0.0,0.0,0.0,0.0,611.0,806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural agnostic
8675,0.0,9482.0,0.0,8442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural agnostic
124917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural representative
19088,4100.0,9945.0,12716.0,15620.0,15904.0,0.0,0.0,0.0,6335.0,0.0,363.0,12353.0,2933.0,1279.0,15874.0,5509.0,0.0,0.0,3459.0,0.0,0.0,0.0,0.0,0.0,13602.0,0.0,7568.0,0.0,0.0,cultural agnostic
46313,12143.0,4698.0,21068.0,8627.0,4298.0,8142.0,1440.0,0.0,3414.0,4187.0,1359.0,7828.0,20941.0,25418.0,9587.0,10747.0,14062.0,19086.0,10463.0,1536.0,2095.0,4740.0,2310.0,21500.0,8949.0,7175.0,2241.0,1480.0,0.0,cultural agnostic
10393,1393.0,12051.0,12810.0,0.0,0.0,8154.0,0.0,0.0,4446.0,474.0,0.0,1824.0,0.0,2115.0,0.0,2170.0,3930.0,3010.0,0.0,0.0,1556.0,4939.0,0.0,0.0,0.0,0.0,0.0,7403.0,0.0,cultural agnostic
21334,3222.0,2471.0,6639.0,0.0,7763.0,0.0,1455.0,52.0,0.0,0.0,0.0,0.0,0.0,11974.0,3534.0,2132.0,0.0,10173.0,0.0,344.0,0.0,0.0,0.0,0.0,11531.0,0.0,0.0,0.0,0.0,cultural agnostic
19553,6651.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10395.0,0.0,1309.0,37.0,0.0,0.0,7104.0,0.0,0.0,0.0,0.0,0.0,0.0,947.0,cultural representative
26669,0.0,0.0,21696.0,7430.0,0.0,22893.0,4793.0,0.0,17032.0,2787.0,0.0,2636.0,0.0,12718.0,0.0,0.0,0.0,16119.0,2297.0,0.0,0.0,0.0,0.0,0.0,0.0,12496.0,10082.0,0.0,0.0,cultural representative
12988,0.0,2699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural exclusive
9916,5565.0,6584.0,0.0,0.0,2599.0,9850.0,0.0,192.0,4951.0,0.0,0.0,0.0,0.0,3008.0,1278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,923.0,0.0,904.0,cultural representative
11752,2587.0,6073.0,0.0,0.0,0.0,54303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural representative
7413,0.0,0.0,0.0,10875.0,0.0,1215.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5802.0,0.0,1985.0,0.0,0.0,0.0,0.0,0.0,16158.0,0.0,0.0,0.0,0.0,cultural representative
2778,2876.0,0.0,3660.0,5918.0,0.0,3197.0,0.0,0.0,0.0,0.0,0.0,2716.0,0.0,0.0,2174.0,0.0,0.0,1124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural exclusive
33633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cultural representative
8092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,9590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6628.0,0.0,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,0.0,0.0,7073.0,0.0,cultural representative
31897,0.0,20288.0,30291.0,38462.0,0.0,0.0,4097.0,170.0,0.0,0.0,0.0,31295.0,6478.0,7640.0,0.0,0.0,3211.0,16179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7027.0,0.0,0.0,3414.0,cultural representative
49297,0.0,4554.0,4169.0,0.0,1985.0,44099.0,0.0,0.0,0.0,0.0,3073.0,0.0,4032.0,0.0,0.0,0.0,6684.0,0.0,0.0,0.0,0.0,22968.0,0.0,0.0,0.0,19462.0,0.0,0.0,0.0,cultural agnostic
27425,4858.0,0.0,4522.0,17922.0,1227.0,11910.0,3823.0,769.0,0.0,0.0,0.0,9146.0,0.0,0.0,0.0,4514.0,0.0,2770.0,0.0,0.0,0.0,0.0,0.0,981.0,0.0,0.0,0.0,0.0,0.0,cultural agnostic
2361,1523.0,0.0,6251.0,0.0,0.0,0.0,4569.0,0.0,0.0,0.0,0.0,1073.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,570.0,cultural exclusive
